id,exp_id,"subject_id","stage","cond",trial_idx,task_id,"task","optionA","optionB","optionC","optionD","correct_answer","recorded_answer",recorded_accuracy,recorded_time_to_action,recorded_time_to_submit,"recorded_action_result",recorded_action_count,"timestamp"
396,13,"FB1070","main","interactive",25,20,"x-k=s/2","(x-k)*2=s","(x-k)/s=2","(x-k)/2=s",NULL,"A","A",1,3607,4627,"x-k=s/2",1,"2015-04-24 13:48:12"
397,13,"72F027","main","interactive",1,43,"x=7/(a+t)","(a+t)x=7","x-1/t=7/a","x*7=1/(a+t)",NULL,"A","A",1,10990,14508,"x=7/(a+t)",2,"2015-04-24 13:48:14"
398,13,"FB1070","main","interactive",26,58,"m=n*x-14*x","14*x+m=n*x","14*x-m=n*x","14*x*m=n*x",NULL,"A","A",1,4395,11208,"m=n*x-14*x",8,"2015-04-24 13:48:25"
399,13,"72F027","main","interactive",2,61,"g*x-x*k=-4","g*x=-4+x/k","g*x=-4+x*k","g*x=-4-x*k",NULL,"B","B",1,9314,17394,"g*x-x*k=-4",2,"2015-04-24 13:48:33"
400,13,"FB1070","main","interactive",27,15,"4*c=x-p","4=c*(x-p)","4=x-p-c","4=(x-p)/c",NULL,"C","C",1,10146,12202,"4*c=x-p",5,"2015-04-24 13:48:38"
401,13,"72F027","main","interactive",3,62,"x=n-m-11","x+n=-m-11","x+11=n-m","x+m=n+11",NULL,"B","B",1,13870,15401,"x=n-m-11",4,"2015-04-24 13:48:50"
402,13,"FB1070","main","interactive",28,39,"x=s-14/p","x*p=s-14","14/p+x=s","x+s=-(14/p)",NULL,"B","B",0,7235,12200,"(14/p)+x=s",10,"2015-04-24 13:48:58"
403,13,"72F027","main","interactive",4,56,"12/(b-v)=x","12=x*b-v","12=x(b-v)","12=x(12+v)",NULL,"B","B",1,5702,8090,"12/(b-v)=x",2,"2015-04-24 13:48:59"
404,13,"72F027","main","interactive",5,30,"x=k/(14+f)","x*k=1/(14+f)","x*(14+f)=k","x/(14+f)=k",NULL,"B","B",1,5973,7626,"x=k/(14+f)",1,"2015-04-24 13:49:09"
405,13,"FB1070","main","interactive",29,3,"x=-6*t","x/-6=t","-6/x=t","x=t-6",NULL,"A","A",0,6537,7604,"x=t*-6",1,"2015-04-24 13:49:13"
406,13,"FB1070","main","interactive",30,62,"x=s-8-c","x+8=s+c","x+c=s-8","x+s=-8-c",NULL,"B","B",1,4694,6313,"x=s-8-c",3,"2015-04-24 13:49:21"
407,13,"72F027","main","interactive",6,42,"q=r(3-x)","q*(3-x)=r","q*r=(3-x)","q/(3-x)=r",NULL,"C","A",0,4387,10251,"q*(3-x)=r",6,"2015-04-24 13:49:26"
408,13,"FB1070","main","interactive",31,17,"-e/11=x","1/-e=11*x","-e=11*x","-e=x/11",NULL,"B","B",1,3970,6789,"-e/11=x",7,"2015-04-24 13:49:29"
409,13,"72F027","main","interactive",7,4,"n/5=x","n=x/5","x=5*n","n=x*5",NULL,"C","C",1,10530,14229,"n/5=x",6,"2015-04-24 13:49:42"
410,13,"FB1070","main","interactive",32,5,"x=15/-u","-u/x=15","-u*x=-15","-u*x=15",NULL,"C","B",0,3079,5899,"x=-15/-u",2,"2015-04-24 13:49:42"
411,13,"72F027","main","interactive",8,59,"x=-11/(m-h)","x+h=-11/m","x(m-h)=-11","x*m-h=-11",NULL,"B","B",1,12485,15177,"x=-11/(m-h)",3,"2015-04-24 13:49:58"
412,13,"FB1070","main","interactive",33,30,"x=t/(h+5)","x/(h+5)=t","x*(h+5)=t","x*h+5=t",NULL,"B","A",0,7238,14526,"x=(h+5)*t",8,"2015-04-24 13:50:04"
413,13,"72F027","main","interactive",9,32,"e+u=4/x","e=4/x-u","e=4*x-u","-e=4/x-u",NULL,"A","A",1,5572,7809,"e+u=4/x",2,"2015-04-24 13:50:08"
414,13,"FB1070","main","interactive",34,63,"x+g=12-d","d-x+g=12","d+x+g=12","x-d+g=12",NULL,"B","B",1,3167,4083,"x+g=12-d",2,"2015-04-24 13:50:09"
415,13,"FB1070","main","interactive",35,0,"x=g+9","9-x=g","x-9=g","9*x=g",NULL,"B","B",1,2818,3973,"x=g+9",3,"2015-04-24 13:50:15"
416,13,"FB1070","main","interactive",36,55,"t+13=q*x-x*r","-t=q*x-13-x*r","t=q*x+13-r*x","t=q*x-13-x*r",NULL,"C","C",1,7357,9211,"t+13=q*x-x*r",2,"2015-04-24 13:50:26"
417,13,"72F027","main","interactive",10,23,"-a=x/13","-a/13=x","-a*x=1/13","-a/x=1/13",NULL,"C","C",1,15187,17386,"-a=x/13",7,"2015-04-24 13:50:27"
418,13,"FB1070","main","interactive",37,22,"-5*u=x","u=x+5","-5=u/x","-5=x/u",NULL,"C","C",1,3540,5497,"-5*u=x",3,"2015-04-24 13:50:33"
419,13,"72F027","main","interactive",11,21,"x=9/u-s","x+s=9*u","x*u=9-s","x+s=9/u",NULL,"C","C",1,9823,11195,"x=(9/u)-s",3,"2015-04-24 13:50:39"
420,13,"FB1070","main","interactive",38,35,"12-f=v/x","12=v/x+f","12=v/x-f","x*12-f=v",NULL,"A","A",1,5035,6712,"12-f=v/x",2,"2015-04-24 13:50:41"
421,13,"FB1070","main","interactive",39,10,"(p-7)/h=x","p-7=x*h","p-7=x/h","p+7=x*h",NULL,"A","A",1,3535,4492,"(p-7)/h=x",2,"2015-04-24 13:50:47"
422,13,"72F027","main","interactive",12,46,"x=16/(1+c)","x-1=16/c","(1-c)x=16","(1+c)x=16",NULL,"C","C",1,8113,10788,"x=16/(1+c)",2,"2015-04-24 13:50:52"
423,13,"FB1070","main","interactive",40,27,"x=(u*3)/-e","x/-e=u*3","x*-e=u*3","x*3=u/-e",NULL,"B","B",0,6492,22490,"x=u*(1/-e)*3",17,"2015-04-24 13:51:17"
424,13,"FB1070","main","interactive",41,43,"x=12/(a+q)","x/(a+q)=12","(a+q)x=12","x-1/q=12/a",NULL,"B","B",1,6587,7847,"x=12/(a+q)",2,"2015-04-24 13:51:26"
425,13,"FB1070","main","interactive",42,31,"(t+12)*x=h","t+12=h*x","t+12=h/x","t+12=x/h",NULL,"B","B",1,2116,4713,"(t+12)*x=h",5,"2015-04-24 13:51:32"
426,13,"72F027","main","interactive",13,45,"f=(1/k-11)x","f=1/k-11*x","f=k/x-11*x","f=x/k-11*x",NULL,"C","C",0,30024,36977,"f=x*((1/k)-11)",9,"2015-04-24 13:51:36"
427,13,"FB1070","main","interactive",43,19,"x=k/5+d","x*5=k+d","-d+x=k/5","x/k=1/5+d",NULL,"B","C",0,9659,12685,"x=k*(1/5)+k*d",5,"2015-04-24 13:51:52"
428,13,"72F027","main","interactive",14,63,"x+p=4-c","c-x+p=4","x-c+p=4","c+x+p=4",NULL,"C","C",1,14378,15590,"x+p=4-c",3,"2015-04-24 13:51:53"
429,13,"FB1070","main","interactive",44,33,"x=b/(v-13)","x*v-13=b","x/(v-13)=b","x(v-13)=b",NULL,"C","C",0,5263,6459,"x=b*(1/(v-13))",2,"2015-04-24 13:52:06"
430,13,"72F027","main","interactive",15,34,"(9-n)*x=h","9-n=h+x","9-n=h/x","-n*x=h-9",NULL,"B","B",0,11001,12205,"x*(9-n)=h",2,"2015-04-24 13:52:12"
431,13,"FB1070","main","interactive",45,34,"(10-a)*x=e","10-a=e*x","10-a=e/x","-a*x=e-10",NULL,"B","B",1,11023,12892,"(10-a)*x=e",3,"2015-04-24 13:52:20"
432,13,"72F027","main","interactive",16,15,"6*n=x-c","6=(x-c)/n","6*n-c=x","6=n*(x-c)",NULL,"A","A",1,15785,18524,"6*n=x-c",3,"2015-04-24 13:52:33"
433,13,"FB1070","main","interactive",46,38,"a=6(x+d)","a*(x+d)=6","a/(x+d)=6","a-d=6x",NULL,"B","B",1,8434,12936,"a=6*(x+d)",5,"2015-04-24 13:52:35"
434,13,"FB1070","main","interactive",47,48,"x=m/(8-1)","x+1=m/8","(8-1)*x=m","x/(8-1)=m",NULL,"B","B",1,4934,9085,"x=m/(8-1)",7,"2015-04-24 13:52:45"
435,13,"72F027","main","interactive",17,22,"-a*12=x","12=x+a","-a=x/12","-a=12/x",NULL,"B","B",1,9179,12170,"-a*12=x",3,"2015-04-24 13:52:46"
436,13,"FB1070","main","interactive",48,6,"(w+s)*5=x","w+s*5=x","w+s=x/5","5=x*(w+s)",NULL,"B","B",1,5495,7462,"(w+s)*5=x",5,"2015-04-24 13:52:54"
437,13,"72F027","main","interactive",18,41,"t/n=5-x","t=n(5-x)","t/n-x=5","t=(5-x)/n",NULL,"A","A",1,6201,8884,"t/n=5-x",5,"2015-04-24 13:52:57"
438,13,"72F027","main","interactive",19,19,"x=p/w+15","-15+x=p/w","x+15=p/w","x*w=p+15",NULL,"A","A",1,4992,6971,"x=(p/w)+15",4,"2015-04-24 13:53:05"
439,13,"FB1070","main","interactive",49,51,"(10+q)x=r-t","10*x+q*x=r-t","10*x-q*x=r-t","10/x+q/x=r-t",NULL,"A","A",1,19988,25732,"(10+q)*x=r-t",4,"2015-04-24 13:53:21"
440,13,"FB1070","main","interactive",50,18,"-14=c*x","-14*x=c","-14/x=c","14/x=c",NULL,"B","B",1,3247,4590,"-14=c*x",5,"2015-04-24 13:53:28"
441,13,"72F027","main","interactive",20,49,"(15-1)x=q","x-15*x=q","x*15-x=q","15*x-x=-q",NULL,"B","B",0,15000,24144,"(15-(x/x))*x=q",11,"2015-04-24 13:53:36"
442,13,"FB1070","main","interactive",51,26,"s/h*x=9","s/h=9/x","1/h*x=9*s","h/s=9/x",NULL,"A","A",1,6835,9224,"(s/h)*x=9",6,"2015-04-24 13:53:39"
443,13,"72F027","main","interactive",21,6,"(r+5)*v=x","r+5=x/v","r+5=v*x","r+5*v=x",NULL,"A","A",1,7384,9407,"(r+5)*v=x",3,"2015-04-24 13:53:47"
444,13,"FB1070","main","interactive",52,49,"(12-1)x=c","x-12*x=c","12*x-x=-c","x*12-x=c",NULL,"C","C",0,7698,11944,"12*x-(x/x)*x=c",6,"2015-04-24 13:53:58"
445,13,"FB1070","main","interactive",53,32,"d+a=8/x","d=8/x+a","d=8/x-a","d=8*x-a",NULL,"B","B",1,2458,3583,"d+a=8/x",2,"2015-04-24 13:54:03"
446,13,"FB1070","main","interactive",54,7,"6-b=x/c","6=b+x/c","6=x/c-b","6=b-x/c",NULL,"A","A",1,2611,4143,"6-b=x/c",1,"2015-04-24 13:54:08"
447,13,"72F027","main","interactive",22,24,"x=(f*7)/t","f*x=t*7","x*t=f*7","x/t=f*7",NULL,"B","B",0,6863,24915,"x=(f/t)*7",23,"2015-04-24 13:54:19"
448,13,"FB1070","main","interactive",55,57,"q=x(13-m)","q=x*13-m*13","q=x/13-x/m","q=13*x-m*x",NULL,"C","C",1,6581,12854,"q=x*(13-m)",13,"2015-04-24 13:54:23"
449,13,"72F027","main","interactive",23,40,"b/h+x=7","b/h+x-7=1","b+x=7*h","b/h=7-x",NULL,"C","C",1,7429,9268,"(b/h)+x=7",2,"2015-04-24 13:54:30"
450,13,"FB1070","main","interactive",56,29,"(-11/u)*x=b","-11*u=b/x","-11/u=b*x","-11/u=b/x",NULL,"C","C",1,6546,11765,"(-11/u)*x=b",21,"2015-04-24 13:54:36"
451,13,"72F027","main","interactive",24,33,"x=9/(u-d)","x(u-d)=9","x/(u-d)=9","x*u-d=9",NULL,"A","A",1,4828,6378,"x=9/(u-d)",1,"2015-04-24 13:54:38"
452,13,"72F027","main","interactive",25,26,"7/v*x=h","7/v=h*x","7/v=h/x","1/v*x=h*7",NULL,"B","B",1,5292,7248,"(7/v)*x=h",4,"2015-04-24 13:54:47"
453,13,"FB1070","main","interactive",57,54,"p+11=x(g-q)","p-11=g*x-q","(p+11)*x=g-q","p+11=g*x-x*q",NULL,"C","C",1,6888,10644,"p+11=x*(g-q)",8,"2015-04-24 13:54:48"
454,13,"FB1070","main","interactive",58,42,"3=s(e-x)","3*(e-x)=s","3+x=s*e","3/(e-x)=s",NULL,"C","C",1,6508,10499,"3=s*(e-x)",5,"2015-04-24 13:55:00"
455,13,"72F027","main","interactive",26,5,"x=3/-a","x-3/a=0","-a*x=-3","-a*x=3",NULL,"C","C",1,12061,14473,"x=3/-a",2,"2015-04-24 13:55:03"
456,13,"FB1070","main","interactive",59,14,"n*h-13=x","n*h=13-x","n*h=x+13","13=x-n*h",NULL,"B","B",1,4172,6199,"n*h-13=x",2,"2015-04-24 13:55:08"
457,13,"FB1070","main","interactive",60,8,"(14+s)/a=x","14-s=x*a","14+s=x*a","14+s=a/x",NULL,"B","B",1,2887,4269,"(14+s)/a=x",4,"2015-04-24 13:55:14"
458,13,"72F027","main","interactive",27,20,"x-u=a/14","(x-u)/a=14","(x-u)*14=a","x=a/14-u",NULL,"B","B",1,12016,13523,"x-u=a/14",1,"2015-04-24 13:55:18"
459,13,"FB1070","main","interactive",61,40,"a/12+x=q","a+x=q*12","a/12=q+x","a/12=q-x",NULL,"C","C",1,2697,4045,"(a/12)+x=q",2,"2015-04-24 13:55:20"
460,13,"FB1070","main","interactive",62,37,"r/f=x+10","r/f+10=x","r=f(x+10)","1/f=r(x+10)",NULL,"B","B",1,5336,10677,"r/f=x+10",13,"2015-04-24 13:55:32"
461,13,"FB1070","main","interactive",63,52,"h*x+a*x=8-g","h*x+g+a*x=-8","h*x-g+a*x=8","h*x+g+a*x=8",NULL,"C","C",1,3774,4801,"h*x+a*x=8-g",2,"2015-04-24 13:55:38"
462,13,"72F027","main","interactive",28,60,"x(a-13)=-f","a*x-13*x=f","a*x-13*x=-f","x/a-x/13=-f",NULL,"B","A",0,6738,16206,"a*x-13*x=f",2,"2015-04-24 13:55:42"
463,13,"FB1070","main","interactive",64,56,"g/(8-p)=x","g=x*8-p","g=x(8-p)","g=x/(g-p)",NULL,"B","B",1,3281,10507,"g/(8-p)=x",11,"2015-04-24 13:55:50"
464,13,"FB1070","main","interactive",65,21,"x=13/u-a","x-a=13/u","x+a=13/u","x*u=13-a",NULL,"B","B",1,2460,3432,"x=(13/u)-a",1,"2015-04-24 13:55:55"
465,13,"72F027","main","interactive",29,54,"a+10=x(n-p)","a-10=n*x-p*x","a+10=n*x-x*p","(a+10)*x=n-p",NULL,"B","B",1,9010,13556,"a+10=x*(n-p)",5,"2015-04-24 13:55:57"
466,13,"FB1070","main","interactive",66,46,"x=e/(1+5)","x-1=e/5","(1+5)x=e","(1-5)x=e",NULL,"B","B",1,5354,8537,"x=e/(1+5)",6,"2015-04-24 13:56:05"
467,13,"FB1070","main","interactive",67,59,"x=-3/(p-q)","x(p-q)=-3","x/(p-q)=-3","x*p-q=-3",NULL,"A","A",1,3918,4962,"x=-3/(p-q)",1,"2015-04-24 13:56:12"
468,13,"72F027","main","interactive",30,58,"m=d*x-7*x","7*x-m=d*x","7*x+m=d*x","m+7=d*x",NULL,"B","B",1,5538,13712,"m=d*x-7*x",6,"2015-04-24 13:56:12"
469,13,"FB1070","main","interactive",68,12,"x=k*2+d","x+d=k*2","x+k*2=d","x-d=k*2",NULL,"C","C",1,3782,4537,"x=k*2+d",1,"2015-04-24 13:56:18"
470,13,"72F027","main","interactive",31,0,"x=14+t","x-t=14","t*x=14","t-x=14",NULL,"A","A",1,5478,6809,"x=14+t",3,"2015-04-24 13:56:20"
471,13,"FB1070","main","interactive",69,4,"13/w=x","13=w/x","x=w*13","13=x*w",NULL,"C","C",1,2902,4900,"13/w=x",6,"2015-04-24 13:56:24"
472,13,"FB1070","main","interactive",70,11,"v-15=x*r","v=15-x*r","v=15+x*r","r*(v-15)=x",NULL,"B","B",1,4719,5939,"v-15=x*r",1,"2015-04-24 13:56:32"
473,13,"FB1070","main","interactive",71,50,"x=(s-b)/(a+14)","(a+14)/x=s-b","(a+14)x=s-b","(a-14)x=s-b",NULL,"B","B",1,4055,5658,"x=(s-b)/(a+14)",2,"2015-04-24 13:56:39"
474,13,"72F027","main","interactive",32,57,"q=x(b-6)","q=x*b-6*b","q=b*x-6*x","q=b*x+6*x",NULL,"B","B",1,11125,18945,"q=x*(b-6)",8,"2015-04-24 13:56:41"
475,13,"FB1070","main","interactive",72,53,"(v+16)/(h-a)=x","v+16=x(h-a)","v+16=x(h+a)","v-16=x(h-a)",NULL,"A","A",1,6321,7301,"(v+16)/(h-a)=x",2,"2015-04-24 13:56:48"
476,13,"72F027","main","interactive",33,11,"d-14=x*g","d=14-x*g","d=14+x*g","14-d=g*x",NULL,"B","B",1,6603,8535,"d-14=x*g",1,"2015-04-24 13:56:51"
477,13,"FB1070","main","interactive",73,25,"x*11=b*m","x=11*b*m","(x*11)/m=b","x*11*m=b",NULL,"B","B",1,2935,4059,"x*11=b*m",5,"2015-04-24 13:56:54"
478,13,"72F027","main","interactive",34,36,"7/w-d=x","7/w=x-d","7/w=x+d","d+7/w=x",NULL,"B","B",1,8738,12223,"(7/w)-d=x",2,"2015-04-24 13:57:05"
479,13,"FB1070","main","interactive",74,45,"h=(1/k-15)x","h=k/x-15*x","h=1/k-15*x","h=x/k-15*x",NULL,"C","C",1,7463,9812,"h=((1/k)-15)*x",13,"2015-04-24 13:57:05"
480,13,"72F027","main","interactive",35,12,"x=6*e+r","x+r=6*e","x-r=6*e","x/r=6*e",NULL,"B","B",1,3227,4447,"x=6*e+r",1,"2015-04-24 13:57:11"
481,13,"FB1070","main","interactive",75,1,"c-5=x","5-c=x","c=5+x","c=5-x",NULL,"B","B",1,3970,5072,"c-5=x",1,"2015-04-24 13:57:12"
482,13,"FB1070","main","interactive",76,16,"x=b/14","x/14=b","14*x=b","14*x=1/b",NULL,"B","B",1,3079,3951,"x=b/14",1,"2015-04-24 13:57:17"
483,13,"72F027","main","interactive",36,13,"x-e=15*t","(x-e)*t=15","x=15*t-e","(x-e)/t=15",NULL,"C","C",1,4983,6631,"x-e=15*t",5,"2015-04-24 13:57:19"
484,13,"FB1070","main","interactive",77,44,"(t+9)x=k","t*x+9*x=k","t+9*x=k","(t+9)=k*x",NULL,"A","A",1,4268,7224,"(t+9)*x=k",8,"2015-04-24 13:57:26"
485,13,"72F027","main","interactive",37,1,"f-2=x","2-f=x","f=2+x","f=2-x",NULL,"B","B",1,7050,8773,"f-2=x",1,"2015-04-24 13:57:29"
486,13,"FB1070","main","interactive",78,24,"x=(9*g)/a","x/a=9*g","x*a=9*g","9*x=a*g",NULL,"B","B",1,3026,9568,"x=(9*g)/a",13,"2015-04-24 13:57:37"
487,13,"72F027","main","interactive",38,44,"(a+k)x=4","a+k*x=4","a*x+k*x=4","(a+k)=4*x",NULL,"B","B",1,7546,10529,"(a+k)*x=4",4,"2015-04-24 13:57:41"
488,13,"FB1070","main","interactive",79,13,"x-2=r*q","x-2/q=r","(x-2)*q=r","(x-2)/q=r",NULL,"C","C",1,3821,5292,"x-2=r*q",5,"2015-04-24 13:57:44"
489,13,"FB1070","main","interactive",80,61,"g*x-x*p=-2","g*x=-2+x*p","g*x=2+x*p","g*x=-2+x/p",NULL,"A","A",0,3017,8280,"g*x=-(2/x)*x+p*x",18,"2015-04-24 13:57:59"
490,13,"72F027","main","interactive",39,25,"x*n=h*13","x*n*13=h","(x*n)/13=h","x=n*h*13",NULL,"B","A",0,5049,11369,"x*n*13=h",18,"2015-04-24 13:58:00"
491,13,"FB1070","main","interactive",81,36,"13/b-g=x","13/b=x-g","13/b=x+g","13/b=x*g",NULL,"B","B",1,2669,3921,"(13/b)-g=x",2,"2015-04-24 13:58:05"
492,13,"FB1070","main","interactive",82,28,"-4*x=b*v","x*(-4*v)=b","(-4*x)/v=b","-4*x*v=b",NULL,"B","B",1,2568,3572,"-4*x=b*v",3,"2015-04-24 13:58:10"
493,13,"72F027","main","interactive",40,29,"(-g/m)*x=2","-g*m=2/x","-g/m=2*x","-g/m=2/x",NULL,"C","A",0,10224,12743,"-g*m*x=2",3,"2015-04-24 13:58:20"
494,13,"FB1070","main","interactive",83,47,"(1+c)x=8","(1+c)=8*x","x+c*x=8","x+c/x=8",NULL,"B","B",0,6371,8253,"x+c*x=8",2,"2015-04-24 13:58:25"
495,13,"FB1070","main","interactive",84,2,"e*7=x","e=x*7","e=x/7","e=7/x",NULL,"B","B",1,2083,3025,"e*7=x",3,"2015-04-24 13:58:30"
496,13,"72F027","main","interactive",41,50,"x=(h-2)/(e+r)","x*e+r=h-2","(e+r)x=h-2","(e-r)x=h-2",NULL,"B","B",1,7658,13304,"x=(h-2)/(e+r)",6,"2015-04-24 13:58:35"
497,13,"72F027","main","interactive",42,7,"14-g=x/d","14=x/d-g","14=g+x/d","14=g-x/d",NULL,"B","B",1,6445,8415,"14-g=x/d",1,"2015-04-24 13:58:45"
498,13,"FB1070","main","interactive",85,60,"x(m-8)=-n","m*x-8*x=-n","x/m-x/8=-n","m*x-8=-n",NULL,"A","A",0,8866,10207,"x*m-8*x=-n",1,"2015-04-24 13:58:47"
499,13,"72F027","main","interactive",43,17,"-d/2=x","-d=2*x","-d=x/2","1/-d=2*x",NULL,"A","A",1,4230,6627,"-d/2=x",7,"2015-04-24 13:58:53"
500,13,"FB1070","main","interactive",86,9,"d+4=v*x","d=v*x+4","d=v/x-4","d=v*x-4",NULL,"C","C",1,11729,13286,"d+4=v*x",2,"2015-04-24 13:59:02"
501,13,"72F027","main","interactive",44,16,"x=r/6","x/6=r","6*x=1/r","6*x=r",NULL,"C","C",1,8162,9430,"x=r/6",2,"2015-04-24 13:59:04"
502,13,"72F027","main","interactive",45,27,"x=(a*t)/-14","x*-14=a*t","x/-14=a*t","x*-14=a/t",NULL,"A","A",1,5111,6370,"x=(a*t)/-14",1,"2015-04-24 13:59:12"
503,13,"FB1070","main","interactive",87,41,"h/p=3-x","h=p/(3-x)","h=p(3-x)","h=(3-x)/p",NULL,"B","C",0,5922,7258,"h*p=3-x",3,"2015-04-24 13:59:16"
504,13,"72F027","main","interactive",46,10,"(12-d)/g=x","12-d=x/g","12-d=x*g","12+d=x*g",NULL,"B","B",1,6071,8604,"(12-d)/g=x",8,"2015-04-24 13:59:22"
505,13,"FB1070","main","interactive",88,23,"-b=x/2","-b*x=1/2","-b/x=1/2","-b/x=2",NULL,"B","B",1,3301,5420,"-b=x/2",7,"2015-04-24 13:59:23"
506,13,"72F027","main","interactive",47,52,"8*x+e*x=g-t","8*x+t+e*x=-g","8*x-t+e*x=g","8*x+t+e*x=g",NULL,"C","C",1,11555,12768,"8*x+e*x=g-t",1,"2015-04-24 13:59:37"
507,13,"FB1070","main","interactive",89,20,"x-k=s/2","(x-k)*2=s","(x-k)/s=2","(x-k)/2=s",NULL,"A","C",0,8274,11142,"x-k=2*s",4,"2015-04-24 13:59:42"
508,13,"72F027","main","interactive",48,39,"x=e-12/d","12/d+x=e","12/d-x=e","x*d=e-12",NULL,"A","A",1,4886,7315,"x=e-(12/d)",4,"2015-04-24 13:59:46"
509,13,"FB1070","main","interactive",90,58,"m=n*x-14*x","14*x+m=n*x","14*x-m=n*x","14*x*m=n*x",NULL,"A","A",1,3889,7699,"m=n*x-14*x",4,"2015-04-24 13:59:51"
510,13,"FB1070","main","interactive",91,15,"4*c=x-p","4=c*(x-p)","4=x-p-c","4=(x-p)/c",NULL,"C","C",1,2262,3813,"4*c=x-p",3,"2015-04-24 13:59:56"
511,13,"72F027","main","interactive",49,38,"12=g(x+n)","12*(x+n)=g","12/(x+n)=g","12-n=gx",NULL,"B","A",0,7545,10281,"12=g*(1/(x+n))",8,"2015-04-24 14:00:03"
512,13,"72F027","main","interactive",50,3,"x=-k*8","-k/x=8","x/-k=8","x*-k=8",NULL,"B","B",0,4466,6527,"x=8*-k",5,"2015-04-24 14:00:17"
513,13,"FB1070","main","interactive",92,39,"x=s-14/p","x*p=s-14","14/p+x=s","x+s=-(14/p)",NULL,"B","B",1,21616,26146,"x=s-(14/p)",4,"2015-04-24 14:00:24"
514,13,"72F027","main","interactive",51,2,"m*14=x","m=14/x","m=x/14","x=m/14",NULL,"B","B",1,4844,8393,"m*14=x",3,"2015-04-24 14:00:27"
515,13,"FB1070","main","interactive",93,3,"x=-6*t","x/-6=t","-6/x=t","x=t-6",NULL,"A","A",1,3410,4902,"x=-6*t",2,"2015-04-24 14:00:30"
516,13,"72F027","main","interactive",52,37,"s/h=x+9","s=h/(x+9)","s=h(x+9)","s/h+9=x",NULL,"B","B",1,4374,5890,"s/h=x+9",1,"2015-04-24 14:00:34"
517,13,"FB1070","main","interactive",94,62,"x=s-8-c","x+8=s+c","x+c=s-8","x+s=-8-c",NULL,"B","B",1,6654,7362,"x=s-8-c",3,"2015-04-24 14:00:39"
518,13,"72F027","main","interactive",53,51,"(p+e)x=4-q","p*x+e*x=4-q","p/x+e/x=4-q","p*x+e*x=4+q",NULL,"A","A",1,4137,7222,"(p+e)*x=4-q",6,"2015-04-24 14:00:43"
519,13,"FB1070","main","interactive",95,17,"-e/11=x","1/-e=11*x","-e=11*x","-e=x/11",NULL,"B","B",1,3219,6286,"-e/11=x",3,"2015-04-24 14:00:47"
520,13,"72F027","main","interactive",54,53,"(m+g)/(b-13)=x","m+g=x(b+13)","m-g=x(b-13)","m+g=x(b-13)",NULL,"C","C",1,9877,14280,"(m+g)/(b-13)=x",6,"2015-04-24 14:00:59"
521,13,"FB1070","main","interactive",96,5,"x=15/-u","-u/x=15","-u*x=-15","-u*x=15",NULL,"C","B",0,6885,7794,"x=-15/-u",2,"2015-04-24 14:01:02"
522,13,"72F027","main","interactive",55,14,"k*p-4=x","k*p=x+4","k*p=4-x","k*p=x-4",NULL,"A","A",1,5189,7584,"k*p-4=x",2,"2015-04-24 14:01:08"
523,13,"FB1070","main","interactive",97,30,"x=t/(h+5)","x/(h+5)=t","x*(h+5)=t","x*h+5=t",NULL,"B","B",1,4422,7566,"x=t/(h+5)",5,"2015-04-24 14:01:11"
524,13,"FB1070","main","interactive",98,63,"x+g=12-d","d-x+g=12","d+x+g=12","x-d+g=12",NULL,"B","B",1,2751,3555,"x+g=12-d",2,"2015-04-24 14:01:16"
525,13,"FB1070","main","interactive",99,0,"x=g+9","9-x=g","x-9=g","9*x=g",NULL,"B","B",1,2238,3505,"x=g+9",3,"2015-04-24 14:01:21"
526,13,"72F027","main","interactive",56,55,"h+3=c*x-x*q","h=c*x-3-x*q","-h=c*x-3-x*q","h=c*x-3+q*x",NULL,"A","A",1,10041,11917,"h+3=c*x-x*q",2,"2015-04-24 14:01:22"
527,13,"FB1070","main","interactive",100,55,"t+13=q*x-x*r","-t=q*x-13-x*r","t=q*x+13-r*x","t=q*x-13-x*r",NULL,"C","C",1,3769,5966,"t+13=q*x-x*r",2,"2015-04-24 14:01:29"
528,13,"72F027","main","interactive",57,31,"(e+4)*x=d","e+4=d/x","x=(e+4)*d","e+4=d*x",NULL,"A","A",1,7063,8726,"(e+4)*x=d",3,"2015-04-24 14:01:32"
529,13,"FB1070","main","interactive",101,22,"-5*u=x","u=x+5","-5=u/x","-5=x/u",NULL,"C","C",1,2635,3538,"-5*u=x",3,"2015-04-24 14:01:34"
530,13,"FB1070","main","interactive",102,35,"12-f=v/x","12=v/x+f","12=v/x-f","x*12-f=v",NULL,"A","A",1,2382,3858,"12-f=v/x",2,"2015-04-24 14:01:39"
531,13,"72F027","main","interactive",58,28,"-v*x=b*14","x=b*14+v","(-v*x)/14=b","-v*x*14=b",NULL,"B","B",1,11163,12571,"-v*x=b*14",5,"2015-04-24 14:01:46"
532,13,"FB1070","main","interactive",103,10,"(p-7)/h=x","p-7=x*h","p-7=x/h","p+7=x*h",NULL,"A","A",1,3470,6137,"(p-7)/h=x",6,"2015-04-24 14:01:47"
533,13,"72F027","main","interactive",59,18,"-d=6*x","-d*x=6","x/-d=6","-d/x=6",NULL,"C","C",1,4016,5365,"-d=6*x",5,"2015-04-24 14:01:53"
